index,tag,folder,category,result,reason
861,forehead,face,face_shape,确认,核心对象是被突出展示的额头区域
862,genderswap,themes,identity_change,确认,核心含义是角色通过非医学方式转变性别
863,pink_ribbon,accessories,bows_ribbons,确认,Wiki 只限定粉色丝带而未限定佩戴部位
864,close-up,composition,shot,确认,核心含义是以极近距离展示主体的特写景别
865,pink_skirt,clothes_main,skirt,确认,核心对象是粉色半身裙或迷你裙
866,black_bowtie,accessories,neckwear,确认,核心对象是黑色蝶形领结
867,skirt_set,clothes_main,skirt,确认,核心对象是裙子与相同图案印花或颜色上衣组成的套装
868,kemono_friends,copyright,letter_k,确认,Wiki 明确描述兽娘动物园多媒体作品系列
869,tsurime,face,eye_shape,确认,核心含义是上眼睑向内倾斜形成锐利眼神的眼形
870,vertical-striped_clothes,clothing_appearance,clothing_pattern,确认,核心含义是衣物表面的竖条纹图案
871,arm_at_side,pose,arm_pose,确认,核心含义是一只手臂自然垂在身体侧边
872,sweater_vest,clothes_main,vest_top,修正,Wiki 明确是无袖且外观类似背心的毛衣上装
873,glowing_eyes,light_effect,glow_aura,确认,核心含义是眼睛发出超过自然光亮度的光芒
874,peaked_cap,head_accessories,hats_caps,确认,核心对象是军警制服人员佩戴且带帽檐徽章的帽子
875,androgynous,people,count_gender,确认,核心含义是面部或身体特征使性别难以辨认
876,motor_vehicle,transport_play,land_vehicle,确认,核心对象是非轨道行驶的机动化自推进地面车辆
877,happy_birthday,text_meta,text,确认,Wiki 明确要求图像中出现生日快乐问候文字
878,chibi_only,style,art_style,确认,核心含义是画面中全部角色都采用 Q 版美术风格
879,white_skin,body_detail,skin,确认,核心含义是像牛奶或雪一样无色素的纯白皮肤
880,green_bow,accessories,bows_ribbons,确认,Wiki 只限定绿色蝴蝶结而未限定佩戴部位
881,grey_jacket,outerwear_suits,jacket_coat,确认,核心对象是灰色夹克
882,facial,adult,adult_fluid,确认,核心含义是精液被射在人物脸上
883,brown_background,background,background_plain,确认,核心对象是纯棕或棕色渐变背景
884,breasts_apart,body,breast_chest,确认,核心含义是乳房受重力或外力分开并露出胸骨皮肤
885,black_sailor_collar,clothing_detail,collar_detail,修正,Wiki 的核心对象是黑色水手领这一衣领结构
886,multicolored_eyes,face,eye_color,确认,核心含义是同一只眼睛内部包含多种颜色
887,christmas,time_weather,holiday,确认,核心对象是十二月二十五日庆祝的圣诞节
888,high_collar,clothing_detail,collar_detail,确认,核心对象是高耸并覆盖部分颈部的衣领
889,panty_pull,adult_body,adult_clothes,确认,核心含义是内裤从正常腰位拉下但未完全脱掉
890,purple_bow,accessories,bows_ribbons,确认,Wiki 只限定紫色蝴蝶结而未限定佩戴部位
891,yellow_shirt,clothes_main,shirt_top,确认,核心对象是未限定款式的黄色衬衫
892,third_eye,body,anatomy_anomaly,修正,Wiki 描述常规双眼之外且可位于全身任意部位的第三只眼
893,white_boots,legwear_footwear,short_boots,确认,核心对象是白色靴子
894,green_jacket,outerwear_suits,jacket_coat,确认,核心对象是绿色夹克
895,brown_jacket,outerwear_suits,jacket_coat,确认,核心对象是棕色夹克
896,veins,body_detail,skin,确认,核心对象是皮肤下明显凸起的大血管
897,furry_female,people,fantasy_person,确认,核心对象是女性拟人动物角色
898,freckles,body_detail,mole_freckle,确认,核心对象是皮肤上的小型褐色色素斑点
899,hand_fan,household_objects,umbrella_fan,确认,核心对象是手持扇风降温的扇具
900,angry,expression,anger,确认,核心含义是明显生气或心烦的愤怒情绪
901,covering_privates,action,body_cover,修正,Wiki 描述因害羞尴尬或挑逗遮住私密部位的行为且不限用手
902,large_pectorals,body,breast_chest,确认,核心对象是异常发达的胸部肌肉
903,bow_panties,underwear_swim,panties_underwear,确认,核心对象是正面或侧面带蝴蝶结的内裤
904,jingle_bell,culture_objects,music,修正,Wiki 定义的是内含自由铃舌并发出高音的金属铃
905,spot_color,light_effect,palette,确认,核心含义是在单色或暗色画面中以少量色彩突出主体
906,winter_uniform,uniform_costume,school_uniform,确认,核心对象是冬季或寒冷月份穿着的校服
907,micro_bikini,underwear_swim,bikini,确认,核心对象是仅勉强遮住私处和乳头的微型比基尼
908,dual_persona,themes,persona_variant,确认,核心含义是同一角色的两个不同版本同场出现
909,clothes_writing,clothing_appearance,clothing_pattern,修正,Wiki 的核心对象是印在服装表面的文字图案
910,tachi-e,style,art_style,修正,Wiki 描述视觉小说和抽卡游戏中可复用于对话的独立角色立绘形式
911,pocket,clothing_detail,pocket_detail,确认,核心对象是缝在衣物上用于存放小物品的小袋
912,floating,action,movement,确认,核心含义是在没有外部推进的情况下悬浮或移动于空中
913,clenched_hands,pose,hand_gesture,修正,Wiki 描述双手紧闭成拳的手部姿态
914,wolf_tail,animal_traits,tails,确认,核心对象是角色具有的狼形尾巴
915,brown_pantyhose,legwear_footwear,stockings,确认,核心对象是棕色连裤袜
916,side_slit,clothing_detail,cutout_slit,确认,核心对象是裙装侧边单侧或双侧的开叉剪裁
917,blue_bikini,underwear_swim,bikini,确认,核心对象是蓝色比基尼
918,tentacles,animal_traits,claw_scale,确认,核心对象是动物或植物用于捕食感知的细长柔性器官
919,low-tied_long_hair,hair,hair_style,修正,Wiki 的核心是长发在中段或末端被低位束起的发型
920,white_wings,animal_traits,wing_feather,确认,核心对象是白色翅膀
921,cowgirl_position,adult,adult_sex,确认,Wiki 明确描述接收方跨坐在插入方上且面对对方的性交姿势
922,beads,accessories,badges_ornaments,修正,Wiki 是可串成首饰或缝在织物上的小圆珠装饰而非宝石胸针
923,smoke,light_effect,fire_smoke,确认,核心对象是不完全燃烧或化学反应产生的烟气与悬浮颗粒
924,furry_male,people,fantasy_person,确认,核心对象是男性拟人动物角色
925,science_fiction,style,genre,确认,核心含义是以未来科技太空机器人等为中心的科幻题材
926,toned,body,build,确认,核心含义是低体脂且有运动肌肉但不壮硕的体型
927,knee_up,pose,leg_pose,确认,核心含义是单侧膝盖抬起并悬在空中
928,licking,action,interaction,确认,核心含义是用舌头接触外部物体他人或身体部位
929,single_glove,accessories,handwear,确认,核心含义是只在一只手上佩戴手套
930,jojo_no_kimyou_na_bouken,copyright,letter_j,确认,Wiki 明确描述 JOJO 的奇妙冒险作品系列
931,sleeves_rolled_up,clothing_appearance,wearing_state,修正,Wiki 描述袖子被卷起的穿戴状态而非衣物开合
932,paizuri,adult,adult_sex,确认,Wiki 明确描述将阴茎夹在双乳之间摩擦的性行为
933,half_updo,hair,hair_style,确认,核心含义是太阳穴处头发向后束起而其余头发垂下
934,white_hairband,head_accessories,hairband_ribbon,确认,核心对象是白色发带
935,dragon_girl,people,fantasy_person,确认,核心对象是具有龙类外观的女性幻想种族
936,blood_on_face,sensitive,blood,确认,核心对象是因溅射或出血留在脸上的血液
937,drinking_glass,food_drink,tableware,确认,核心对象是用于饮用冷饮的玻璃杯
938,granblue_fantasy,copyright,letter_g,确认,Wiki 明确描述碧蓝幻想游戏作品
939,black_sleeves,clothing_appearance,clothing_color,确认,核心对象是可与主体衣物异色的黑色袖子
940,topless_male,adult_body,adult_nudity,确认,核心含义是男性腰部以上没有衣物覆盖
941,hair_flaps,hair,hair_style,确认,核心对象是头部两侧翘起且常表达情绪的发束
942,zipper,clothing_detail,fastener,确认,核心对象是连接织物边缘的齿状开合装置
943,mecha,mech_scifi,mecha,确认,核心对象是科幻设定中的巨型机器人或机器人机器
944,high_heel_boots,legwear_footwear,heels,确认,核心对象是带明显高跟结构的靴子
945,doll,recreation,toys,确认,核心对象是用于互动或展示的小型人类或人形玩偶
946,wading,action,movement,确认,核心含义是站立或行走在齐腰深的水中
947,angel_wings,animal_traits,wing_feather,确认,核心对象是通常大型白色且覆有羽毛的天使翅膀
948,mary_janes,legwear_footwear,casual_shoes,修正,Wiki 明确玛丽珍鞋通常为低跟或平底而不是高跟鞋
949,snow,time_weather,weather,确认,核心对象是由冰晶组成的降水及地面积雪天气
950,frilled_shirt_collar,clothing_detail,collar_detail,确认,核心对象是衬衫上衣或连衣裙上的荷叶边衣领
951,green_dress,clothes_main,dress,确认,核心对象是绿色连衣裙
952,reflection,light_effect,optical,确认,核心对象是反光表面呈现的镜像图像
953,clothed_female_nude_male,adult_body,adult_nudity,确认,核心场景是女性着装而男性全裸
954,desk,household_objects,seating_table,确认,核心对象是带书写平面与抽屉的书桌
955,blue_pants,clothes_main,bottoms,确认,核心对象是未限定款式的蓝色裤装
956,tareme,face,eye_shape,确认,核心含义是外眼角低于内眼角的下垂眼形
957,wide_hips,body,waist_hips,确认,核心含义是臀胯明显宽于通常比例
958,full_moon,outdoor_scene,sky_space,确认,核心对象是面向地球半球呈完整圆形的满月
959,izayoi_sakuya,character,letter_i,确认,Wiki 明确描述十六夜咲夜这一角色
960,gift,household_objects,other_object,确认,核心对象是用纸和丝带包装的礼物盒袋或容器
961,cake,food_drink,dessert_snack,确认,核心对象是用面糊烘焙且常覆盖糖霜奶油的仪式甜点
962,black_horns,animal_traits,horns,确认,核心对象是黑色角状物
963,turtleneck_sweater,clothes_main,sweater_hoodie,确认,核心对象是带高领结构的毛衣
964,rifle,weapons,firearm,确认,核心对象是枪管有膛线的长管肩射火器
965,high-waist_skirt,clothes_main,skirt,确认,核心对象是腰线位于肚脐至胸下位置的高腰裙
966,track_jacket,uniform_costume,sports_uniform,确认,核心对象是带条纹罗纹领和拉链的运动夹克
967,!,symbols,general_symbol,确认,核心对象是表现滑稽震惊或惊讶的感叹号
968,black-framed_eyewear,head_accessories,eyewear,确认,核心对象是黑色镜框眼镜
969,ball,household_objects,other_object,修正,Wiki 是用途不明或仅作背景的通用球形物体并不限定体育用品
970,pencil_skirt,clothes_main,skirt,确认,核心对象是贴合腿部的紧身直筒裙
971,mole_on_breast,body_detail,mole_freckle,确认,核心对象是位于胸部的痣
972,blouse,clothes_main,shirt_top,确认,核心对象是通常外穿的宽松女式衬衫
973,front-tie_top,clothes_main,vest_top,确认,核心对象是在胸前以系带闭合的短上衣
974,hair_scrunchie,head_accessories,hairtie_ring,确认,核心对象是用于固定马尾或双马尾的发圈
975,crossdressing,clothing_appearance,fashion_style,修正,Wiki 描述穿着传统上属于另一性别的服装风格而非衣物开合
976,:<,expression,anger,确认,核心含义是表示轻微不满的倒 V 形闭嘴表情
977,cum_on_breasts,adult,adult_fluid,确认,核心含义是精液附着在女性胸部
978,skin_tight,clothing_detail,silhouette_fit,确认,核心含义是衣物极度贴合身体轮廓
979,green_shirt,clothes_main,shirt_top,确认,核心对象是未限定款式的绿色衬衫
980,shirt_tucked_in,clothing_appearance,wearing_state,修正,Wiki 描述衬衫完全塞入下装的穿戴状态而非衣物开合
981,:p,face,oral_detail,修正,Wiki 只描述舌头从闭合嘴巴下缘伸出的口腔形态而未指定情绪
982,purple_skirt,clothes_main,skirt,确认,核心对象是紫色半身裙或迷你裙
983,walking,action,movement,确认,核心含义是角色明显处于行走过程
984,arm_behind_back,pose,arm_pose,确认,核心含义是一只手臂放在背后
985,asymmetrical_legwear,legwear_footwear,stockings,确认,核心对象是长度颜色或设计不一致的袜类
986,crying_with_eyes_open,expression,sad_cry,确认,核心含义是泪水从睁开的眼睛流下
987,white_kimono,traditional_clothes,traditional_japan,确认,核心对象是包括浴衣和振袖在内的白色和服
988,strap_slip,clothing_appearance,wearing_state,修正,Wiki 描述衣物肩带从肩膀滑落的穿戴状态
989,starry_sky,outdoor_scene,sky_space,确认,核心对象是布满星星并作为焦点的天空
990,clothed_sex,adult,adult_sex,确认,核心含义是至少一名参与者大部分着装时进行性行为
991,purple_shirt,clothes_main,shirt_top,确认,核心对象是紫色衬衫
992,thought_bubble,text_meta,comic,确认,核心对象是显示角色思考或梦想内容的漫画气泡
993,@_@,expression,fear_surprise,确认,核心含义是旋转眼睛表现困惑头晕或不知所措
994,long_skirt,clothes_main,skirt,确认,核心对象是裙摆超过膝盖但不低于小腿上四分之三处的长裙
